Name,Birthdate,Document_Type,Document_Number,Program_Id
Brittany Jordan,2007-05-01,CC,94919369,1
Audrey Brown,2006-11-05,CC,65330109,1
Travis Welch,1985-07-07,CC,50576904,1
Jeffery Torres,2002-05-20,CC,46379434,1
Brian Moreno,2000-11-04,CC,87359509,1
Cassandra Henderson,1985-05-29,CC,54739539,1
Mr. Michael Williams,2004-02-06,CC,76647806,1
Don Miller,1991-05-15,CC,84639195,1
Jason George,1992-05-11,CC,14267271,1
Kayla Mayo,1968-11-03,CC,20485133,1
Jordan Hale,2006-01-20,CC,72596976,1
Maurice Anderson,1988-12-23,CC,91744509,1
Sharon Jensen,1995-08-20,CC,61250450,1
John Malone,1985-11-08,CC,46012940,1
Jennifer Jones,1975-07-20,CC,39283243,1
Gregory Mcdonald,1984-08-25,CC,89980588,1
Ms. Tina Young,1982-03-26,CC,27869845,1
Mary Monroe MD,1983-10-30,CC,42602109,1
Breanna Meyer,1977-12-01,CC,94546209,1
Andres Lane,2003-03-13,CC,54170665,1
Vanessa Nelson,1979-10-08,CC,34404913,1
Carmen Parker,1986-10-19,CC,98276871,1
Sarah Miller,1966-10-05,CC,69599210,1
Jessica Meadows,1991-05-31,CC,98876387,1
Catherine Dominguez,1970-12-09,CC,11914143,1
Troy Kelley,1994-07-30,CC,80892111,1
Angelica Fitzgerald,1974-11-12,CC,83646393,1
Meagan Gibson,1982-06-11,CC,22339154,1
Kristina Vasquez,1998-01-29,CC,27529663,1
Linda Williams,1971-01-12,CC,59426196,1
Emily Jennings,1967-10-13,CC,59544317,1
Patricia Martin,2007-05-13,CC,80292395,1
Kyle Smith,1987-01-28,CC,33946809,1
Nicole Roach,1964-10-27,CC,26020136,1
Stephen Hayes,1964-09-22,CC,95425580,1
Deanna Anderson,1968-02-01,CC,28519294,1
Thomas Evans,1979-05-10,CC,91863666,1
Colleen Hudson,2002-11-06,CC,74207622,1
Matthew Harris,1984-03-12,CC,29352523,1
Rick Thomas,1996-02-15,CC,73434163,1
Christina Santos MD,2008-01-20,CC,40221655,1
Edward Rosales,2001-10-16,CC,49048783,1
Lindsey Beard,1967-01-12,CC,48581410,1
Megan Yang,2002-07-21,CC,61368164,1
Michael Davis,2002-06-02,CC,49294548,1
Michele Mcdonald,1971-08-22,CC,88028147,1
Gregory Conley,2007-10-28,CC,82894016,1
Erika Fowler,1974-12-13,CC,27896930,1
Jasmine Cervantes,1983-11-18,CC,71100692,1
Matthew Johnson,1978-03-07,CC,14488933,1
Ethan Navarro,1985-07-14,CC,85172660,1
Jeffrey Combs,1973-07-28,CC,31335805,1
Lori Keller,1986-03-14,CC,13881331,1
Michael Irwin,1998-05-24,CC,50221203,1
Kelly Sanchez,1973-09-21,CC,68125240,1
Todd Coleman,1991-12-08,CC,50476914,1
Rick Gibson,1967-02-13,CC,61569933,1
Shawn Li,1968-08-11,CC,76700565,1
Terry Gould,1974-03-15,CC,87323316,1
Lindsay Reeves,1991-01-29,CC,49318722,1
Jessica Davis,1988-07-16,CC,60884202,1
Jack Murray,1985-07-11,CC,26616694,1
Heidi Johnson,2004-02-08,CC,26559820,1
Christopher Ortiz,2003-10-04,CC,56947967,1
Andrew Page,1998-10-27,CC,99117435,1
Sherri Cooper,1967-03-22,CC,79550427,1
Kimberly Smith,1974-01-17,CC,91253383,1
Derrick Rice,1974-11-09,CC,88927337,1
Andrea Torres,1965-06-19,CC,92440952,1
Sabrina Cruz,1993-07-27,CC,58847907,1
Cheryl Gibson,1993-02-05,CC,63471351,1
Rachel Reid,2005-08-13,CC,50026149,1
Ashley Bowman,2001-01-10,CC,10091683,1
Danielle Atkins DVM,1969-09-03,CC,46768574,1
Jennifer Galloway,1981-10-10,CC,48628459,1
Ralph Gonzalez,1975-08-26,CC,14234531,1
George Burke,1978-10-16,CC,20870888,1
Charles Cox,1970-12-26,CC,49410662,1
Derrick Hall,1976-04-19,CC,11750280,1
Michelle Jenkins,2005-01-09,CC,49171102,1
Lori Anthony,1982-04-26,CC,73648333,1
Yvonne Cannon,2000-06-03,CC,56155186,1
Madison Gonzalez,1978-12-10,CC,44921459,1
Amanda George,1976-06-02,CC,24696884,1
Olivia Krueger,1974-04-21,CC,96112342,1
Holly Hunt,1965-09-01,CC,81760776,1
Rebecca Robinson,1985-07-21,CC,54426052,1
Billy Fuller,1993-03-22,CC,41936689,1
Lawrence West,1976-08-29,CC,33296111,1
Shannon Edwards,2004-12-30,CC,75858417,1
Laura Kelley,1965-02-27,CC,50585593,1
Joy Miller,1986-03-11,CC,56678257,1
Amber Jones,1985-05-07,CC,73212961,1
Cynthia Jenkins,1986-10-19,CC,14020436,1
Jason Jordan,1978-09-11,CC,46143581,1
Hailey Collins,1998-01-17,CC,83990070,1
Victoria Gomez,1991-10-16,CC,94825348,1
Shane Rodriguez,1970-05-24,CC,75986168,1
Laura Hunter DVM,1996-10-06,CC,89035281,1
Amanda Moore,1980-03-13,CC,48852393,1
John Edwards,1991-04-29,CC,74071273,1
Thomas Nguyen,1990-12-03,CC,43980311,1
Natalie Potts,1998-09-07,CC,32163470,1
Jacqueline Valdez,2002-11-09,CC,97176141,1
Diana Miller,1985-03-16,CC,35727491,1
Cynthia White,1989-04-21,CC,81580637,1
Shannon Harrison,2004-04-04,CC,79369126,1
Dylan Ward,1991-03-21,CC,39227687,1
Jessica Mills,1988-05-13,CC,93495128,1
Alexis Sanders,1978-10-17,CC,43721040,1
John Lara,1969-03-31,CC,42304835,1
Thomas Clark,1993-11-25,CC,53187253,1
Roberto Rose,1975-09-08,CC,15692809,1
Vanessa Rodriguez,1984-02-13,CC,57436242,1
Jason Fletcher,1981-08-03,CC,10648964,1
Johnathan Martin,1989-12-09,CC,27876539,1
Joseph Johnson,1965-08-15,CC,25993330,1
Gerald Hunter,2003-12-17,CC,36833468,1
Monica Alexander,1991-03-18,CC,77405014,1
Ashley Watson,1980-06-20,CC,14224484,1
Brandon Rodriguez,1984-07-29,CC,12262262,1
Karen Mckay,1976-10-13,CC,40341487,1
Shannon Watson,1964-10-23,CC,22524783,1
Brett Kelly,1974-08-19,CC,91945208,1
Robert Welch,1986-09-07,CC,44616463,1
Lisa Curry,2004-04-25,CC,86624916,1
Amanda Huffman,1998-09-12,CC,83086486,1
Brad Jones,1989-06-08,CC,99664646,1
Cynthia May,1968-06-28,CC,29948601,1
Jason Kennedy,1997-08-05,CC,23942589,1
Deborah Hardy,1995-11-11,CC,84381967,1
Mary Barber,1979-06-14,CC,81419645,1
Daniel Harris,1990-05-26,CC,57809845,1
Robert James,1999-04-19,CC,89175379,1
Nicholas Mueller,1967-03-21,CC,24701741,1
Jamie Sanchez,1987-02-21,CC,21550488,1
Richard Carroll,1984-10-30,CC,86056281,1
Cynthia Wolfe,1969-07-23,CC,86375269,1
Kevin Watts,2001-06-29,CC,76200606,1
Nicole Rice,1964-07-28,CC,47512766,1
Jessica King,1991-05-22,CC,28774699,1
Deborah Barrera,1970-01-17,CC,47892493,1
Robert Davis,1973-12-17,CC,78574663,1
David Waters,1973-05-30,CC,87348361,1
Michael Armstrong,1994-10-04,CC,33306150,1
Isabel Dominguez,2006-09-29,CC,57437697,1
John Walton,1973-11-02,CC,35888425,1
Barbara Lamb,1977-12-06,CC,70040146,1
Micheal Booker,1989-12-28,CC,42567199,1
Carla Baldwin,1992-06-11,CC,65258509,1
Jennifer Barker,1967-11-19,CC,75149534,1
Sherry Smith,2003-09-04,CC,68427933,1
Alexis Casey,1975-11-19,CC,30844384,1
Justin Anderson,1998-01-10,CC,56097350,1
Morgan Bowen,1995-11-21,CC,51304251,1
Terry Valdez,2008-02-11,CC,32099312,1
Michael Lindsey,2000-05-23,CC,80269317,1
Phillip Clark,1981-12-21,CC,81974163,1
Sabrina Rodriguez,1990-11-21,CC,35430187,1
Joseph Dennis,1994-12-18,CC,53771828,1
Jeremy Fuentes,1967-07-10,CC,81779516,1
Kelli Baker,1979-03-12,CC,78678767,1
Stephanie Phillips,2005-05-06,CC,24250991,1
Ashley Galloway,1993-01-26,CC,80961472,1
Jenna Best,2000-03-15,CC,13572510,1
Renee Mills,1987-04-26,CC,55632991,1
Christopher Smith,1970-12-06,CC,31579989,1
Maria Barker,2009-03-04,CC,88333579,1
Maureen Alexander,1993-12-14,CC,26696887,1
Whitney Riley,2003-07-23,CC,97316280,1
Deborah Nguyen,2001-03-08,CC,38150416,1
Aaron Henderson,1968-06-03,CC,28936392,1
April Cisneros,1996-01-31,CC,99469963,1
Kelly Ayala,1972-10-10,CC,12070183,1
Michael Wilcox,1976-08-19,CC,31224925,1
Ruben Vang,1998-05-11,CC,62972589,1
Tiffany Thomas,1983-02-10,CC,67281066,1
Anthony Decker,1972-08-02,CC,13352599,1
Michelle Jones,1985-04-20,CC,47719394,1
Grace Mcmillan,2008-02-17,CC,96484939,1
James Bowman,2009-02-01,CC,46107820,1
Renee Vaughn,1985-06-19,CC,34337064,1
James Wright,1969-06-09,CC,40642173,1
Brandon Smith,1989-12-13,CC,74150530,1
Jason Wilson,1990-08-17,CC,87391406,1
Rebecca Dixon,1998-07-24,CC,52222788,1
Todd Smith,1984-04-25,CC,33299779,1
David Fleming,1973-02-19,CC,63961833,1
Connie Moreno,1985-12-16,CC,34016372,1
Benjamin Arellano,1967-05-24,CC,44128355,1
Gregory Cook,1987-03-07,CC,81774217,1
Patrick Foster,1992-06-16,CC,43855578,1
Jennifer Rollins,1985-02-16,CC,79151668,1
Joy Kim,1980-01-23,CC,31247912,1
Christian Johnson,1995-04-23,CC,29177887,1
Gabriel Harper,1973-08-05,CC,84515262,1
Tammy Taylor,1980-02-18,CC,15031312,1
Scott Robinson,1982-12-16,CC,55978654,1
Joshua Reid,1979-09-30,CC,43695437,1
Sara Ware,1975-05-11,CC,43761608,1
Mr. John Crosby,2001-05-24,CC,61496908,1
Melissa Martinez,1975-02-09,CC,78815769,1
Gerald Marsh,1970-01-31,CC,26208328,1
Nancy Jones,2009-03-14,CC,94629614,1
James Williamson,1985-05-09,CC,12071658,1
Jared Salazar,1991-05-29,CC,47670103,1
John Lopez,1990-11-17,CC,81185509,1
David Stewart,1983-07-24,CC,88363607,1
Barbara Mercado,1998-03-17,CC,40964680,1
Dr. Cheyenne James MD,2000-03-14,CC,10792271,1
Kevin White,1991-01-25,CC,43997915,1
Rachel Ortega,1973-02-14,CC,13755895,1
Brett West,1975-04-22,CC,10924626,1
Allison Montgomery,1982-03-18,CC,44345928,1
Angel Perry,1979-08-25,CC,30628781,1
Nathan White,1978-05-23,CC,69840959,1
Julie Navarro,1969-05-27,CC,32334838,1
Anne Martin,1997-11-21,CC,32255661,1
Andrew Yang,1987-10-13,CC,86782055,1
Brian Dixon,1991-10-03,CC,99321837,1
Robert Hill,1980-01-04,CC,26547247,1
Anthony Simpson,1968-05-19,CC,56799686,1
John Williams,1994-02-14,CC,92201679,1
Chelsea Mitchell,1997-08-31,CC,64929370,1
Hannah Holland,1986-10-16,CC,98802947,1
Joseph Tucker,1998-04-20,CC,93861286,1
Aaron Johnson,1967-08-11,CC,48209963,1
Brandon Barton,2005-08-10,CC,29822323,1
Leah Martin,2006-03-14,CC,28385264,1
Zachary Morris,1970-03-14,CC,23482187,1
Derek Mcknight,1996-03-05,CC,20887862,1
Cody Rivas,1991-11-26,CC,95748273,1
James Harrell DDS,2003-02-16,CC,57324521,1
Marc Wilson,1972-07-18,CC,95615049,1
Brian Becker,2007-08-21,CC,91047619,1
Amber Lucas,1989-12-06,CC,30916316,1
Stephanie Travis,1989-10-23,CC,74053497,1
Michael Stone,1991-01-09,CC,83630105,1
Paul Gonzalez,1975-01-09,CC,91229873,1
Sarah Evans,1996-08-31,CC,11136719,1
William Phillips,2008-05-03,CC,87754772,1
Dustin Long,1983-06-01,CC,43845887,1
Christopher Horn,2004-05-07,CC,23059260,1
Jasmine Adams,1998-05-15,CC,78452739,1
Jose Stevens,1987-06-30,CC,40686016,1
Jessica Lambert,2006-07-04,CC,81356396,1
Lynn Leon,1979-12-22,CC,41642908,1
Christopher Roberts,1973-02-11,CC,49767988,1
Jessica Irwin,1970-05-26,CC,83828908,1
Sarah Pham,2002-07-23,CC,65158394,1
Michelle Howe,1995-03-04,CC,41629923,1
Kenneth Price,1977-01-27,CC,39909684,1
Mary Buck,1984-10-08,CC,76109415,1
Michele Martinez,1968-05-04,CC,38319418,1
Michael Yu,2004-03-28,CC,83824564,1
Daniel Thomas,1985-10-25,CC,15029268,1
Michael Robinson,2009-03-14,CC,93559220,1
Samantha Hansen,1982-09-26,CC,56345574,1
John Drake,2004-02-25,CC,59752866,1
Nina Gallagher,2005-06-26,CC,44943456,1
Dr. Troy Allison V,1983-09-01,CC,38257577,1
Susan Baker,1975-03-03,CC,68206142,1
Austin Murray,1981-11-14,CC,99702247,1
Aaron Alvarado,1984-01-31,CC,15184773,1
Jennifer Gallegos,1985-01-05,CC,52989450,1
Todd Mccarty,1973-06-03,CC,77609206,1
Melanie Bautista,1989-02-12,CC,63341538,1
Jeffrey Drake,1973-08-24,CC,25724753,1
David Kelly,1970-03-05,CC,61543650,1
Andrew Johnson,1982-12-21,CC,98131771,1
Brianna Smith,1981-01-25,CC,18669352,1
Tamara Smith,2004-01-15,CC,47436518,1
Kristi Moody,1995-09-15,CC,33471482,1
Stephanie Wall,1970-12-06,CC,22602861,1
Melanie Maldonado,2004-05-22,CC,36799614,1
Brent Park,1998-07-20,CC,48784971,1
Deborah Wong,1983-02-09,CC,23342605,1
Hayley Wilcox,2007-01-15,CC,82299648,1
Nicole Reese,1989-02-21,CC,19824864,1
Leslie Porter,1971-09-01,CC,85238982,1
Jennifer White,1997-08-26,CC,85693142,1
Tina Williamson,1992-09-26,CC,39366336,1
Steven Pittman,1984-01-16,CC,52655549,1
Jacob Dean MD,1965-11-23,CC,42598686,1
Steven Rhodes,1996-10-20,CC,87835061,1
Kenneth Silva,1996-06-19,CC,39613439,1
Bryan Roberts,2006-02-22,CC,65519972,1
Amanda Reid,1976-04-25,CC,28608292,1
Bethany French,1975-03-03,CC,10106308,1
James Lowe,1993-11-20,CC,98416963,1
William Smith,1990-09-22,CC,83207491,1
James Thomas,1975-03-14,CC,21489925,1
Ryan King,1981-07-06,CC,91135259,1
Garrett Pittman,1969-08-19,CC,10025704,1
Rick Flowers,1965-01-31,CC,72551172,1
Michelle Calhoun,1970-01-04,CC,59029682,1
Michael Smith,1985-08-15,CC,85480263,1
Cory Boyd,1969-08-15,CC,37444186,1
Gwendolyn Wright,1990-08-08,CC,21562700,1
Kenneth Norris,1997-06-09,CC,54003671,1
Stephen Santos,1969-08-04,CC,86185481,1
Adam Robbins,1971-03-15,CC,77424590,1
Natasha Gibbs,1977-11-25,CC,78316263,1
William Maynard,2006-02-09,CC,71715627,1
Larry Ramsey,1992-03-28,CC,66159523,1
Heather Holmes,1980-07-12,CC,25966875,1
Vincent Smith,1966-09-01,CC,13572294,1
Hannah Baker,1975-06-18,CC,98587920,1
Linda Mcneil,1968-04-21,CC,19565243,1
Sara Montes,1964-09-19,CC,13890914,1
Joy Hall,1979-11-02,CC,93780191,1
Paul Jones,1991-10-03,CC,50211923,1
Christopher Gay,2002-05-25,CC,66049167,1
Kimberly West,1998-12-17,CC,77933081,1
Melanie Robinson,1994-06-05,CC,84351413,1
Jeremy Harmon,1980-03-21,CC,46280564,1
Richard Rangel,1993-06-23,CC,62294467,1
Kristen Smith,2002-09-24,CC,93269649,1
Kellie Johnson,2006-01-08,CC,46429861,1
Daniel Brown,1996-02-11,CC,59846835,1
Ronald Ruiz,1967-07-31,CC,20307329,1
Brooke Peterson,2001-08-06,CC,52055593,1
Jane Drake,1970-05-14,CC,44075939,1
Stephanie Palmer,1970-04-26,CC,23579588,1
Jason Crawford,1985-11-10,CC,86264656,1
Eric Hess,1977-01-22,CC,86597774,1
William Elliott,1999-03-09,CC,17850207,1
Roger Clark,2000-11-03,CC,76930585,1
Ryan Martinez,1969-04-25,CC,30217728,1
Anna Rosales,2008-07-19,CC,53891643,1
Christopher Clark,2000-08-10,CC,44636479,1
Kathleen Williams,1975-05-27,CC,33475583,1
Brittany Levine MD,1964-09-21,CC,65133404,1
Jessica Williams,1999-04-29,CC,55021111,1
Ruth Fields,1989-05-19,CC,31364692,1
Keith Harris,2004-05-06,CC,49981971,1
Mrs. Susan Rivera,1994-05-16,CC,22040512,1
Jenna Coleman,2008-09-02,CC,87809217,1
Brittany Joyce,1987-01-25,CC,71379451,1
Joseph Dean,1966-11-21,CC,24613284,1
Richard Fritz,1964-11-08,CC,68594801,1
Lisa Hendrix,2003-02-16,CC,78953530,1
Karen Mitchell,1987-02-27,CC,74076827,1
Bryan Smith,1974-06-13,CC,72561672,1
Jenna May,2001-10-29,CC,47883435,1
Shawn Hodges,1975-07-06,CC,79411422,1
Christina Bell,1986-03-31,CC,67120856,1
Daniel Cobb,1974-11-12,CC,65051025,1
Ashley Kline,1978-10-10,CC,35410576,1
Barbara Lee,1994-03-13,CC,78435886,1
Derek Gibson,2000-05-10,CC,12640115,1
Alicia Smith,1977-07-11,CC,15641261,1
Leslie Hernandez,1974-03-05,CC,39420839,1
Michael Chapman,1967-12-27,CC,89519825,1
Jim Davis,1981-12-11,CC,87039789,1
Jennifer Bell,1967-05-05,CC,86027816,1
Rachel Armstrong,1985-09-10,CC,93077190,1
Eric Flynn,1966-11-05,CC,23659877,1
Emily Rocha,1966-07-09,CC,46989801,1
Robert Mays,2005-02-13,CC,27630180,1
Shawn Humphrey,1965-05-01,CC,79218817,1
Damon Yates,2000-02-05,CC,47575195,1
Dorothy Powell,1986-09-17,CC,90708604,1
David Rose,2001-10-08,CC,54817385,1
Shane Miller,1973-10-29,CC,30863168,1
Connie Sanchez,1977-01-29,CC,98910769,1
Sean Smith,2004-06-08,CC,96417336,1
Sarah Young,1970-11-20,CC,63447961,1
Amy Brown,2001-02-17,CC,57434182,1
Angela Wright,1980-04-29,CC,47180756,1
Lauren Allen,1971-04-10,CC,54887405,1
Joseph Hartman,1982-10-02,CC,89352149,1
Michael Stein,1996-02-02,CC,25859455,1
Brian Evans,1977-12-31,CC,29685822,1
Kristina Brewer,1986-01-28,CC,27853155,1
Denise Lin,1972-05-31,CC,22511465,1
Mark Chavez,1992-05-05,CC,74171441,1
Daniel Price,1973-04-18,CC,90746471,1
Michael Brown,2008-02-26,CC,65321389,1
Robert Ramirez,1977-05-18,CC,82391668,1
James Wade,2002-12-31,CC,95769758,1
Joseph Anderson,1970-04-12,CC,58980996,1
Taylor Brennan,1983-03-30,CC,53655081,1
Kimberly Mcgee,1968-01-23,CC,80727581,1
Sandra Morris,1974-10-04,CC,46138922,1
Donna Brown,1988-11-20,CC,17366888,1
Kayla Peterson,1975-01-10,CC,10586310,1
Stephen Lowery,1970-04-06,CC,19650441,1
Seth White,1990-12-23,CC,39699348,1
Wendy White,1989-12-07,CC,27588848,1
Kelli Sutton,2007-04-07,CC,84758057,1
Aaron Hayden,1976-05-07,CC,22332444,1
Oscar Adkins,1967-01-26,CC,26078498,1
Christopher Bowman,1998-12-03,CC,13100592,1
Kaylee Hunt,1987-09-11,CC,88879339,1
Emily Crawford,1997-11-25,CC,81967163,1
Janice Eaton,2006-08-22,CC,44436557,1
Thomas Flores Jr.,1978-10-01,CC,69011397,1
Javier Palmer,1975-10-11,CC,44946147,1
Glenn Lowe,1999-12-01,CC,62127921,1
Lee Lindsey,1973-02-16,CC,68502757,1
Felicia Schultz,1994-02-01,CC,11028282,1
Charles Bartlett,1993-07-02,CC,38234298,1
Jordan Johnson,1969-07-31,CC,36782095,1
Tammy Sutton,1993-12-21,CC,68546755,1
Katie Haley,1993-06-22,CC,90775961,1
Kathryn Macias,1967-02-27,CC,16005635,1
Mr. Adam Adkins,2000-08-28,CC,19554678,1
Ashley Bauer,1999-05-22,CC,95370703,1
Brittany Austin,1979-12-07,CC,70962304,1
Brian Payne,2002-02-04,CC,65130461,1
Jose Thomas,1969-03-20,CC,39173046,1
Mark Gonzalez,1992-06-10,CC,15867099,1
Tricia Jones,1975-06-27,CC,13189698,1
Natalie Glover,1986-01-22,CC,41098739,1
Jamie Simmons,1987-01-11,CC,73929221,1
Christopher Castillo,1999-04-15,CC,29544584,1
Joseph Diaz PhD,2005-06-16,CC,41766204,1
Janet Adams,1973-06-28,CC,83768650,1
Angela Gonzalez,1994-09-09,CC,44925547,1
Brian Woods,1980-11-10,CC,52570203,1
Jose Smith MD,2000-01-04,CC,29847020,1
Stephanie Peterson,2007-01-18,CC,64436731,1
Heidi Johnson,1982-08-08,CC,19470393,1
Julie Stevens,2004-01-02,CC,49791349,1
Stephanie Jones,1986-03-21,CC,63766900,1
Jennifer Shepard,1987-03-17,CC,45199188,1
Logan Oliver,1978-11-25,CC,92682494,1
Robert Jefferson,1976-11-29,CC,50445630,1
Alexandra Murphy,1982-11-27,CC,36134878,1
Jeanette Lopez,1999-12-12,CC,85175863,1
Daniel Sanders,1988-09-29,CC,86146026,1
Michael Valenzuela,2005-02-15,CC,22717678,1
Alvin Hudson,2007-04-02,CC,94780389,1
Matthew Welch,1981-10-18,CC,40745599,1
Mark Garza,1967-01-02,CC,78530491,1
Emily Spencer,1997-06-08,CC,15948949,1
Catherine Wu,1995-01-09,CC,43100925,1
Christian Flores,2006-03-21,CC,49613892,1
Matthew Lewis,1971-06-11,CC,48055240,1
Lauren Porter,1979-03-24,CC,34689025,1
Cory Warner,2004-01-05,CC,94019923,1
Brianna Murphy,1969-10-09,CC,84465760,1
Michael Knight,1987-04-07,CC,11449184,1
Jeremy Allen,2003-01-08,CC,80338148,1
Mary Lee,1972-06-13,CC,76083003,1
Jon White,1977-12-10,CC,88324724,1
Jenny Collins,1985-08-26,CC,53938934,1
Ms. Jennifer Morris,1989-11-23,CC,59455958,1
Lynn Jackson,1977-04-19,CC,47776045,1
Jennifer Garrett,1980-02-15,CC,75158566,1
Steven Vasquez,1997-06-15,CC,81368449,1
Derek Livingston MD,1968-06-11,CC,65227253,1
Olivia Allen,1971-08-08,CC,54672640,1
Marcus Johnson,2005-07-04,CC,89860189,1
Deanna Hernandez,1997-05-12,CC,27355972,1
Margaret Velez,1999-09-02,CC,70977920,1
Alison Hall,1973-12-15,CC,29560203,1
Kenneth Smith,1968-02-02,CC,70231032,1
Blake Jacobs,1966-01-31,CC,54268287,1
Elizabeth Price,1969-12-07,CC,48011808,1
Lisa Moore,2008-02-28,CC,89782978,1
Brittany Figueroa,2002-09-28,CC,25742156,1
Antonio Lee,1965-02-17,CC,69456057,1
Shawna Hernandez,2000-06-22,CC,13267178,1
Kristen Collins,1988-12-17,CC,85880227,1
Victoria Johnson,1979-01-25,CC,12346925,1
Ashley Henry,2007-05-26,CC,46945859,1
Tanya Garcia,1968-12-30,CC,89433579,1
John Adams,1988-09-02,CC,52394631,1
Cheryl Dawson,2003-05-24,CC,85295818,1
Kelly Carpenter,1994-03-11,CC,36475496,1
Christopher Johnson,1992-09-15,CC,75597843,1
Jacob Camacho,1971-12-03,CC,27469588,1
Anthony Townsend,1981-09-02,CC,25020568,1
Mr. Kenneth Blanchard Jr.,1989-11-09,CC,16006221,1
Jeffrey Reed,1983-10-10,CC,35426494,1
David Nunez,1980-10-03,CC,51124219,1
Erica Rasmussen,1990-04-09,CC,57752361,1
Keith Smith,1988-06-14,CC,55271677,1
Sandra Duncan,1966-02-08,CC,27284008,1
Jennifer Stein,2005-04-01,CC,98798106,1
Christopher Avery,1967-08-27,CC,80078890,1
Michael Mayo,2000-10-07,CC,91471215,1
John Miller,1987-03-07,CC,80481770,1
Jonathan Silva,2006-12-15,CC,51173439,1
Gregory Glenn,1983-03-29,CC,56046356,1
Christopher Smith,1968-04-10,CC,63400574,1
Kayla Lopez,1969-01-03,CC,59261961,1
Kimberly Singleton,2002-10-22,CC,46705666,1
Donald Gonzalez,1981-06-10,CC,21114593,1
Leslie Harper,1987-07-25,CC,65667714,1
Colleen Garcia,1987-02-17,CC,17996850,1
George Sanchez,1975-03-22,CC,22108863,1
Amy Pierce,2000-10-21,CC,64585586,1
Erin Saunders,1979-02-28,CC,71817942,1
Chelsea King,2001-06-17,CC,19793915,1
Frank Wood,1967-08-12,CC,78405498,1
Patricia Barnes,1990-02-21,CC,56881165,1
Thomas Norris,1974-02-03,CC,71149339,1
Carlos Gutierrez,1971-04-12,CC,61136786,1
Tina Brown,1972-03-05,CC,54450794,1
Alexandra Hamilton,1991-05-08,CC,40610188,1
Andrew Krueger,1968-11-19,CC,32014312,1
Darryl Wilson,1967-06-03,CC,69981071,1
Michael Small,1992-03-12,CC,84415553,1
John Bell,2005-04-29,CC,40961548,1
Justin Mcdaniel,1993-04-08,CC,84343941,1
Robert Knapp,2004-09-17,CC,26591058,1
Thomas Davis,1987-02-03,CC,97595064,1
Robert Matthews,1985-04-05,CC,75616943,1
Anthony Scott,1999-09-15,CC,82127335,1
James Chung,2006-06-07,CC,59449075,1
Kayla Weber,1983-02-22,CC,32504326,1
Sarah Wilson,2004-05-13,CC,24146761,1
Tanya Morris,1992-12-06,CC,32776346,1
John James,2003-07-24,CC,72346223,1
Christopher Oliver,1993-05-19,CC,94795099,1
Robert Hamilton,1973-06-11,CC,27832726,1
Charles Weiss,1984-04-16,CC,65715003,1
Jill Rodriguez,1966-11-08,CC,14783123,1
Christopher Wilkerson,1981-07-31,CC,57737587,1
Gail Smith,1999-10-16,CC,41982335,1
Anthony Meyer,1995-10-21,CC,78852957,1
Gabriel Ramirez,1997-10-07,CC,11594898,1
Barry Smith,1999-02-26,CC,68066743,1
John Smith,1985-06-28,CC,11262834,1
Amy Weaver,1974-07-22,CC,45022249,1
Natalie Villanueva,1977-09-07,CC,21448400,1
Katrina Stewart,1980-11-13,CC,85138149,1
Kimberly Young,1966-10-07,CC,62512044,1
Crystal Gillespie,1971-02-10,CC,26296455,1
Kelsey Smith,1973-12-31,CC,24473813,1
Eric Benson,2003-03-06,CC,41078218,1
Alejandro Pittman,2008-03-01,CC,62573387,1
Amanda Woods,2004-07-18,CC,58954721,1
Jennifer Ford,1971-09-14,CC,83819270,1
Joshua Jones,1980-04-07,CC,36296946,1
Valerie Wilson,1966-06-04,CC,32536487,1
Ernest Hill,2000-12-26,CC,78998927,1
Paul Green,1970-06-13,CC,28778661,1
Laura Phillips,1980-07-13,CC,39031714,1
Samuel Jones,2003-03-07,CC,50856046,1
Sophia Maddox,2002-06-23,CC,95337111,1
Angela Phillips,2008-09-23,CC,42541442,1
John Bass,1970-02-14,CC,57951738,1
Christopher Roberts,1974-07-23,CC,83993768,1
Christopher Erickson,1996-02-02,CC,47615406,1
Elizabeth Taylor,1979-10-21,CC,69385421,1
Nicole Huff,1999-05-04,CC,58433953,1
Paula Mcdonald,1992-03-06,CC,13458608,1
James Jones,1973-05-26,CC,91049082,1
Wendy Rivera,2006-03-18,CC,29482317,1
Russell Kelley,1968-06-30,CC,66013180,1
Patricia Pennington,2006-03-02,CC,46369995,1
Bethany Anderson,1995-09-26,CC,50555408,1
Kim Payne,1979-05-27,CC,14579326,1
Martha Stuart,2002-04-11,CC,83296252,1
Cassandra Scott,1998-05-09,CC,77570508,1
Robert Mcdonald,1979-05-06,CC,63546923,1
Gabriel Sullivan,1965-05-31,CC,36176839,1
Linda Gutierrez,1974-03-05,CC,10942259,1
Barbara Stone,1964-11-05,CC,33545386,1
Kayla Cruz,1995-01-12,CC,38102530,1
Judith Rodriguez,1975-07-06,CC,86827124,1
Michael Ramirez,1973-03-18,CC,62130179,1
Cory Johnson,2006-04-18,CC,12176500,1
Jon Walters,1971-11-01,CC,73824074,1
Beverly Schmidt,2001-12-21,CC,13682798,1
Elizabeth Anthony,1990-04-20,CC,91218364,1
Steven Ross,2005-02-17,CC,61415219,1
Courtney Smith,1982-01-15,CC,87172151,1
